Category,Message
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,In that case I guess I'll see you at campus lodge
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,"I didnt get ur full msg..sometext is missing, send it again"
spam,Your Hulu payment was successful. View your $19.99 invoice: hulu-invoice-check.co
spam,Make $450 a day by simply testing new products from home. No experience needed. Apply: product-tester.net
ham,Auntie huai juan never pick up her phone
ham,Hi Harish's rent has been transfred to ur Acnt.
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,You tell what happen dont behave like this to me. Ok no need to say
ham,WOT U WANNA DO THEN MISSY?
spam,Your eBay order #10293 has been delivered. See your shipping info here.
ham,No screaming means shouting..
ham,Hi! This is Roger from CL. How are you?
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Correct. So how was work today
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,Not sure I have the stomach for it ...
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,"Yes..but they said its IT.,"
ham,Don know:)this week i'm going to tirunelvai da.
ham,Play w computer? Aiyah i tok 2 u lor?
ham,"I can't, I don't have her number!"
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,Ok i've sent u da latest version of da project.
ham,We're on the opposite side from where we dropped you off
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,Where is that one day training:-)
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,All done? All handed in? Celebrations in full swing yet?
ham,Come to my home for one last time i wont do anything. Trust me.
spam,"Alert: Your Netflix account has been flagged for 'Account Sharing'. To avoid suspension, verify your primary household: netflix-verify.me"
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
spam,Alert: Your Facebook account has been reported for 'Impersonation'. Appeal the decision here: fb-appeal-center.me
ham,"If i let you do this, i want you in the house by 8am."
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,I.ll hand her my phone to chat wit u
spam,Make $5000 a week working from home! No experience required. Visit easy-money-fast.biz for details.
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,Once free call me sir. I am waiting for you.
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt;
spam,You have 1 new message. Please call 08712400200.
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,In fact when do you leave? I think addie goes back to school tues or wed
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,You do got a shitload of diamonds though
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
spam,"Your tax refund of $2,100.00 is ready for direct deposit. Confirm details: irs-gov-portal.co"
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Whatsup there. Dont u want to sleep
ham,No messages on her phone. I'm holding it now
ham,When are you guys leaving?
spam,Your Robinhood account has a suspicious login alert. Review now: robinhood-sec.co
spam,Final reminder: Claim your $100 Amazon Gift Card by completing this 30-second shopping survey.
spam,Earn $30/hr playing new mobile games. No experience required. Register: game-pay.net
spam,Win a $1000 Nordstrom Gift Card! Take our style quiz: bit.ly/nord-win
spam,Earn $30/hr as a 'Virtual Assistant' for top CEOs. Apply: va-jobs.biz
spam,Win a $1000 Kohl's Gift Card! Take our 'Customer First' survey: bit.ly/kohls-win-26
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
spam,Your package is held at the warehouse due to an incomplete address. Update it here: delivery-track.info
spam,Warning: Your computer is infected with 3 viruses. Download our antivirus immediately to protect data.
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,U should make a fb list
ham,Thts wat Wright Brother did to fly..
ham,Oh:)as usual vijay film or its different?
ham,Hey mr whats the name of that bill brison book the one about language and words
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
spam,Your eBay order #449283 has been shipped. Track your $600 tablet: ebay-track.me
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
spam,Get a 0% APR credit card for 24 months. Balance transfers welcome. Apply at credit-deals.net
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,I did. One slice and one breadstick. Lol
ham,Ya:)going for restaurant..
ham,Okey dokey swashbuckling stuff what oh.
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,So u wan 2 come for our dinner tonight a not?
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,Ok lor thanx... Ü in school?
ham,Yup... From what i remb... I think should be can book...
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,Teach me apps da. When you come to college.
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,U still painting ur wall?
ham,Okie
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!"
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
ham,K.then any other special?
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,Action required: Confirm your email address for your new Walmart account.
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,But i juz remembered i gotta bathe my dog today..
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
spam,Get a $1000 Marshalls Gift Card! Take the 'Fashion' survey: bit.ly/marshalls-win-26
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Hmm ill have to think about it... ok you're forgiven! =D
spam,Your Uber account has a new login from 'Firefox on Windows'. Not you? Reset: uber-sec.co
ham,Hi! Your table at Amazon is confirmed for 8:00 AM - 12:00 PM.
spam,Your McAfee antivirus has expired. Your PC is now vulnerable to ransomware. Renew: mcafee-fix.co
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,"fyi I'm at usf now, swing by the room whenever"
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,"Almost there, see u in a sec"
ham,Good morning princess! How are you?
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,Thats cool. i liked your photos. You are very sexy!
ham,", ow u dey.i paid 60,400thousad.i told  u would call ."
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,I will vote for wherever my heart guides me
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
spam,"Your package is out for delivery. To view the driver's location, click: track-driver.info"
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,Win a $500 Target Gift Card! Participate in our 'Customer Loyalty' survey: bit.ly/target-win-26
ham,Po de :-):):-):-):-). No need job aha.
ham,Also remember the beads don't come off. Ever.
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
spam,Get a $1000 TJ Maxx Gift Card! Take the shopper survey: bit.ly/tj-win
ham,"I dont knw pa, i just drink milk.."
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,Every day i use to sleep after  &lt;#&gt;  so only.
ham,Two teams waiting for some players
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
spam,Your WhatsApp account will be deactivated in 24 hours. Verify: wa-verify.biz
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,I think chennai well settled?
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Oh k k:)but he is not a big hitter.anyway good
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
ham,Are you this much buzy
ham,How's ur paper?
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
ham,Oh... Kay... On sat right?
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
spam,Your cloud storage is 99% full. Upgrade to 2TB for just $0.99 for the first month. Click to expand.
spam,Your DHL delivery is arriving. See your tracking info: dhl-live.info
ham,1's reach home call me.
ham,You unbelievable faglord
ham,How do you plan to manage that
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
spam,Your Zelle payment of $150 was sent to 'Web Merchant'. Not you? Stop: zelle-fix.co
ham,So when you gonna get rimac access
ham,So lets make it saturday or monday as per convenience.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,If you have belive me. Come to my home.
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Its just the effect of irritation. Just ignore it
ham,There bold 2  &lt;#&gt; . Is that yours
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,Nvm it's ok...
spam,Your Disney+ subscription has been canceled. Restart your plan and get 2 months free: disney-fix.co
ham,Lol your always so convincing.
ham,What time you coming down later?
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,"I think we're going to finn's now, come"
ham,On the road so cant txt
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,Good Morning plz call me sir
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Your subscription to Netflix has been renewed. Next billing date: Oct 12.
ham,Wat u doing there?
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,Can a not?
spam,Your car insurance premium has decreased! See your new rate of $35/month: auto-quote.biz
ham,Ok.
ham,"Gosh that , what a pain. Spose I better come then."
ham,Sindu got job in birla soft ..
ham,"I'm not sure, I was just checking out what was happening around the area"
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Ok
ham,Many times we lose our best ones bcoz we are
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,Is ur paper today in e morn or aft?
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,"Didn't try, g and I decided not to head out"
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
spam,Your car insurance is about to expire. Save $100/month by switching today: auto-quote-save.net
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,Good evening! How are you?
spam,Earn $500/week by reviewing movies on Netflix. Apply now: movie-jobs.net
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
spam,Your computer is leaking personal passwords. Secure your PC: privacy-fix.co
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
ham,Much better now thanks lol
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,"Night night, see you tomorrow"
spam,Earn $500 a week by placing a 'Red Bull' ad on your car. Sign up: car-wrap.net
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,Lol ok. I'll snatch her purse too.
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
spam,Earn a Bachelor's or Master's degree based on your years of work experience. 100% online: degree-fast-track.net
ham,Good news! Your order #68238 has shipped.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,Hope you are not scared!
spam,#ERROR!
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,Pls accept me for one day. Or am begging you change the number.
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,Lol yes. But it will add some spice to your day.
ham,Anything lor if they all go then i go lor...
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,Update your face book status frequently :)
ham,I was gonna ask you lol but i think its at 7
ham,Lil fever:) now fine:)
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,"Sorry, I'll call later"
spam,"Win a $1,000 Visa Prepaid Card! Click here to participate in the 'Daily Cash' draw: bit.ly/visa-cash-26"
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Shall call now dear having food
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
spam,"Final call for the $25,000 Cash Sweepstakes! Text 'PRIZE' to 88331 to enter the draw."
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Cramps stopped. Going back to sleep
ham,"I am in tirupur da, once you started from office call me."
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,No just send to you. Bec you in temple na.
ham,Also track down any lighters you can find
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
ham,Wife.how she knew the time of murder exactly
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Hey so whats the plan this sat?
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
spam,Free $100 gas voucher for all frontline healthcare workers! Claim yours today: gas-vouchers-org.co
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,"Sorry,in meeting I'll call later"
ham,Delhi and chennai still silent.
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,I have lost 10 kilos as of today!
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,No. Yes please. Been swimming?
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
ham,Is xy in ur car when u picking me up?
ham,S now only i took tablets . Reaction morning only.
ham,No da..today also i forgot..
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Good Morning plz call me sir
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,Your car insurance is expiring. Save $100/month by switching: auto-quote-save.net
spam,Win a $500 Home Depot Gift Card! Take our 'Garden & Patio' survey: bit.ly/hd-win-26
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
ham,Ay wana meet on sat?ü wkg on sat?
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
spam,"Win a $2,000 Home Depot Voucher! Enter the draw: bit.ly/hd-voucher-win"
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
spam,Your Amazon account will be locked in 12 hours due to unusual login attempts. Verify now: amzn-secure-login.net
spam,Your domain name is expiring. Renew now to avoid losing your website. Visit domain-renew.biz
ham,:)
ham,LOL ... No just was busy
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
ham,So ü'll be submitting da project tmr rite?
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,Dunno lei he neva say...
ham,Thank you for your order #71743. It's being processed.
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,No no. I will check all rooms befor activities
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,I'm job profile seems like bpo..
ham,Thank you for your order #12001. It's being processed.
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,I have a sore throat. It's scratches when I talk
ham,If you ask her or she say any please message.
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
spam,Earn $250/day as a 'Social Media Content Moderator'. Work from anywhere: social-moderator-pay.biz
ham,Just normal only here :)
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,"Aight will do, thanks again for comin out"
spam,Free $50 gas card for essential workers! Claim at: gas-rewards.net
ham,"He will, you guys close?"
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
ham,"Sorry, I'll call later"
ham,Mathews or tait or edwards or anderson
ham,So how many days since then?
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...
ham,Otherwise had part time job na-tuition..
ham,"Just dropped em off, omw back now"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,"Haha awesome, be there in a minute"
ham,Stupid.its not possible
ham,But if she.s drinkin i'm ok.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
